predicate;formula;frequency;closest_solution;solution_distance
this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Group),ref3:(one Teacher)|(((ref1 -> (ref0 -> ref2)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Tutors)) && ((ref3 -> ref1) in (Person <: Teaches)))));2;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));19
this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group)|(all ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) => ((ref1 -> (ref3 -> ref2)) in (Class <: Groups))))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));10
this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));2;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));10
this/inv14;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) && ((ref3 -> ref1) in (Person <: Tutors))))));2;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));10
this/inv12;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Teacher)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));2;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));13
this/inv12;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups)))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));14
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches)) && (ref2 in Teacher)));2;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|(some ref3:(one Person)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => (((ref3 -> ref0) in (Person <: Teaches)) && (ref3 in Teacher)))));14
this/inv12;(all ref0:(one Class),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups)))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));14
this/inv12;(some ref0:(one Class),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (some ref2:(one Group)|(all ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups))))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));14
this/inv12;(all ref0:(one Class),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (some ref2:(one Group)|(all ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups))))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));14
this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Tutors)) => ((ref2 -> ref1) in (Person <: Teaches)))));2;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));19
this/inv9;(all ref0:(one Class)|(lone (ref0 . (Person <: Teaches))));2;(all ref0:(one Class)|(lone ((ref0 . (~ (Person <: Teaches))) & Teacher)));5
this/inv12;(all ref0:(one Class),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (some ref2:(one Person)|(all ref3:(one Group)|((ref0 -> (ref2 -> ref3)) in (Class <: Groups))))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));16
this/inv14;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Group)|(((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) => (all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors)))))));2;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));8
this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (some ref2:(one Person)|(all ref3:(one Group)|((ref1 -> (ref2 -> ref3)) in (Class <: Groups)))))));2;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));12
this/inv12;(all ref0:(one Teacher)|(some ref1:(one Group)|((Class -> (ref0 -> ref1)) in (Class <: Groups))));2;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));12
this/inv5;(all ref0:(one Person)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));2;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));6
this/inv12;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group)|(((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) => ((ref2 -> ref0) in (Person <: Teaches)))));2;(all ref0:(one Teacher)|(some ref1:(one Class)|((some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))) && ((ref0 -> ref1) in (Person <: Teaches)))));16
this/inv11;(all ref0:(one Class),ref1:(one Person),ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Teaches)) => (some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups)))));2;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));16
this/inv11;(some ref0:(one Class),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups)))));2;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));12
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|(((ref2 !in Teacher) || ((ref2 -> ref0) !in (Person <: Teaches))) => ((ref0 -> (ref3 -> ref1)) !in (Class <: Groups))));2;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));16
this/inv5;(some ref0:(one Class),ref1:(one Person)|(ref1 in Teacher));2;(some (Teacher . (Person <: Teaches)));7
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));2;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));9
this/inv11;(all ref0:(one Class)|(some (Person . (ref0 . (Class <: Groups)))));2;(all ref0:(one Class)|((some (Person . (ref0 . (Class <: Groups)))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));9
this/inv11;((all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => ((ref3 -> ref0) in (Person <: Teaches))))) && (all ref4:(one Class),ref5:(one Group),ref6:(one Student)|(some ref7:(one Teacher)|(((ref4 -> (ref6 -> ref5)) in (Class <: Groups)) => ((ref7 -> ref4) in (Person <: Teaches))))));2;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));26
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => ((ref2 != ref3) && ((ref3 -> ref0) in (Person <: Teaches))))));2;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));12
this/inv12;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Group)|((ref1 in Teacher) => ((ref0 -> (ref1 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));17
this/inv3;(! (all ref0:(one Person)|(ref0 in Student)));1;(all ref0:(one Teacher)|(ref0 !in Student));5
this/inv12;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|((ref2 in Teacher) => ((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));17
this/inv14;(all ref0:(one Student)|(ref0 !in Teacher));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));18
this/inv5;(all ref0:(one Class)|(some (ref0 . (Person <: Teaches))));1;(some (Teacher . (Person <: Teaches)));3
this/inv4;(all ref0:(one Person)|(ref0 !in (Student + Teacher)));1;(all ref0:(one Person)|(ref0 in (Student + Teacher)));4
this/inv12;(all ref0:(one Teacher)|(some (ref0 <: (Class . (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));8
this/inv12;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Class),ref3:(one Group)|(((ref0 -> ref1) in (Person <: Tutors)) => (((ref0 -> ref2) in (Person <: Teaches)) && (ref0 in Teacher) && ((ref1 -> ref3) in (ref2 . (Class <: Groups)))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));23
this/inv5;(some ref0:(one Class)|(some (ref0 . (Person <: Teaches))));1;(some (Teacher . (Person <: Teaches)));3
this/inv5;(some ref0:(one Class)|(all ref1:(one Group)|(some ref2:(one Person)|((ref2 in ref1) && (ref2 in Teacher)))));1;(some ref0:(one Person)|((some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))) && (ref0 in Teacher)));11
this/inv5;(some ref0:(one Class)|(some ((Person <: Teaches) . ref0)));1;(some (Teacher . (Person <: Teaches)));3
this/inv12;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Class),ref3:(one Group)|(((ref0 -> ref1) in (Person <: Tutors)) => (((ref0 -> ref2) in (Person <: Teaches)) && (ref0 in Teacher) && ((ref1 -> ref3) in (ref2 . (Class <: Groups))) && (ref1 in Student)))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));26
this/inv5;(all ref0:(one Person)|((# (ref0 . (Person <: Teaches))) > 1));1;(some (Teacher . (Person <: Teaches)));7
this/inv5;(some (Person . (Person <: Teaches)));1;(some (Teacher . (Person <: Teaches)));2
this/inv5;(all ref0:(one Class)|(ref0 in (Person . (Person <: Teaches))));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));4
this/inv5;(some (Teacher <: (Person . (Person <: Teaches))));1;(some (Teacher . (Person <: Teaches)));4
this/inv4;(all ref0:(one Person)|(no ((ref0 . (Person <: Teaches)) + (ref0 . (Person <: Tutors)))));1;(Person in (Student + Teacher));12
this/inv4;(all ref0:(one Person)|((no ((ref0 . (Person <: Teaches)) + (ref0 . (Person <: Tutors)))) && (no (Student + Teacher))));1;(all ref0:(one Person)|(ref0 in (Student + Teacher)));12
this/inv6;(all ref0:(one Person)|(some ref1:(one Class)|(((ref0 !in Student) && (ref0 in Teacher)) => ((ref0 -> ref1) in (Person <: Teaches)))));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 in Teacher) => ((ref0 -> ref1) in (Person <: Teaches)))));8
this/inv6;(all ref0:(one Class),ref1:(one Teacher)|((ref0 -> ref1) in (Person <: Teaches)));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));4
this/inv6;(Teacher in (Teacher . (Person <: Teaches)));1;(Teacher in ((Person <: Teaches) . Class));2
this/inv7;(all ref0:(one Class)|(some (ref0 . (Class <: Groups))));1;(all ref0:(one Class)|(some ((ref0 . (~ (Person <: Teaches))) & Teacher)));7
this/inv5;(some ref0:(one Teacher)|((ref0 . (Person <: Teaches)) in Class));1;(some (Teacher . (Person <: Teaches)));6
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some (ref2 . (ref0 . (Class <: Groups))))) => (ref2 in (ref0 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));18
this/inv8;(all ref0:(one Teacher)|(one ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));1;(all ref0:(one Teacher)|(lone ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));4
this/inv5;(some ref0:(one Class)|((Teacher -> ref0) in (Person <: Teaches)));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));5
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some (ref1 . (ref0 . (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));13
this/inv8;(all ref0:(one Teacher)|(one (ref0 . (Person <: Teaches))));1;(all ref0:(one Teacher)|(lone (ref0 . (Person <: Teaches))));4
this/inv7;(all ref0:(one Class)|(one ((Person <: Teaches) . ref0)));1;(all ref0:(one Class)|(some ref1:(one Teacher)|(ref1 in ((Person <: Teaches) . ref0))));6
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|((some (ref1 . (ref0 . (Class <: Groups)))) && (some (ref2 . (ref0 . (Class <: Groups))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));16
this/inv8;(all ref0:(one Teacher)|(one ref1:(one Class),ref2:(one Class)|((((ref0 -> ref1) in (Person <: Teaches)) && ((ref0 -> ref2) in (Person <: Teaches))) => (ref1 = ref2))));1;(all ref0:(one Class),ref1:(one Class),ref2:(one Teacher)|((((ref2 -> ref0) in (Person <: Teaches)) && ((ref2 -> ref1) in (Person <: Teaches))) => (ref0 = ref1)));12
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some (ref2 . (ref0 . (Class <: Groups))))) => (ref2 in (ref1 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));18
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|((((ref2 -> ref0) in (Person <: Teaches)) && (some (ref1 . (ref0 . (Class <: Groups))))) => (ref2 in (ref1 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));19
this/inv8;(lone (Teacher -> (Person <: Teaches)));1;(all ref0:(one Teacher)|(lone (ref0 . (Person <: Teaches))));5
this/inv3;(all ref0:(one Person)|((ref0 in Teacher) => (ref0 in Student)));1;(all ref0:(one Person)|((ref0 in Teacher) => (ref0 !in Student)));4
this/inv6;(some ref0:(one Class)|((Teacher -> ref0) in (Person <: Teaches)));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));5
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|(((ref2 -> ref0) !in (Person <: Teaches)) => ((ref0 -> (ref2 -> ref1)) !in (Class <: Groups))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));11
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|((((ref2 -> ref0) in (Person <: Teaches)) && (some (ref1 . (ref0 . (Class <: Groups)))) && (some (ref2 . (ref0 . (Class <: Groups))))) => (ref2 in (ref1 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));23
this/inv7;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));1;(all ref0:(one Class)|(some ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));6
this/inv9;(no ref0:(one Class)|(all ref1:(one Teacher),ref2:(one Teacher)|(((ref0 in (ref1 . (Person <: Teaches))) && (ref0 in (ref2 . (Person <: Teaches)))) => (ref1 = ref2))));1;(all ref0:(one Class),ref1:(one Teacher),ref2:(one Teacher)|(((ref0 in (ref1 . (Person <: Teaches))) && (ref0 in (ref2 . (Person <: Teaches)))) => (ref1 = ref2)));6
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups)));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));13
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group)|((((ref2 -> ref0) in (Person <: Teaches)) && (some ((ref1 . (ref0 . (Class <: Groups))) -> ref3)) && (some (ref2 . (ref0 . (Class <: Groups))))) => (ref2 in (ref1 . (^ (~ (Person <: Tutors))))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));26
this/inv9;(no ref0:(one Class)|(all ref1:(one Teacher),ref2:(one Teacher)|(((ref0 in (ref1 . (Person <: Teaches))) && (ref0 in (ref2 . (Person <: Teaches)))) => (ref1 != ref2))));1;(all ref0:(one Class),ref1:(one Teacher),ref2:(one Teacher)|(((ref0 in (ref1 . (Person <: Teaches))) && (ref0 in (ref2 . (Person <: Teaches)))) => (ref1 = ref2)));8
this/inv3;(all ref0:(one Person),ref1:(one Person)|((ref1 in Student) || (ref1 in Teacher)));1;(no (Student & Teacher));9
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group)|((((ref2 -> ref0) in (Person <: Teaches)) && (some ((ref1 . (ref0 . (Class <: Groups))) -> ref3)) && (some ((ref2 . (ref0 . (Class <: Groups))) -> ref3))) => (ref2 in (ref1 . (^ (~ (Person <: Tutors))))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));28
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Teacher)|(((ref3 -> ref0) !in (Person <: Teaches)) => ((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));14
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref3 -> ref0) in (Person <: Teaches)) && (some ((ref2 . (ref0 . (Class <: Groups))) -> ref1)) && (some ((ref3 . (ref0 . (Class <: Groups))) -> ref1))) => (ref3 in (ref2 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));30
this/inv12;(all ref0:(one Class),ref1:(one Group)|(ref0 in Class));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));10
this/inv9;(lone (Class -> (Person <: Teaches)));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));7
this/inv12;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|(ref2 in Teacher)));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));13
this/inv12;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));13
