predicate;formula;frequency;closest_solution;solution_distance
this/inv5;(all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => ((some ref2:(one Person)|(ref1 in (ref2 . (Person <: projects)))) && (ref0 in Student))));2;(all ref0:(one Person),ref1:(one Project)|((some ref2:(one Person)|(ref1 in (ref2 . (Person <: projects)))) && ((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student))));14
this/inv10;(all ref0:(one Course)|((Person . (ref0 . (Course <: grades))) in Student));2;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . Grade) in Student));4
this/inv7;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref1 in (ref0 . (Course <: projects))) && (ref1 in (ref2 . (Person <: projects)))) => (lone ref1)));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|((ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects))))));15
this/inv10;(all ref0:(one Course)|((Student . (ref0 . (Course <: grades))) in Student));2;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . Grade) in Student));4
this/inv7;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|((ref2 in (ref1 . (Person <: projects))) => (ref2 in (ref0 . (Course <: projects))))));2;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => (lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects))))));10
this/inv10;(all ref0:(one Person)|((some ((Course . (Course <: grades)) . ref0)) => (ref0 in Student)));2;(all ref0:(one Person)|((some (ref0 . (Course . (Course <: grades)))) => (ref0 in Student)));4
this/inv10;(all ref0:(one (Person - Student))|(no ((ref0 . (Person <: enrolled)) . (Course <: grades))));2;(all ref0:(one Course),ref1:(one (Person - Student))|(no (ref1 . (ref0 . (Course <: grades)))));7
this/inv9;(all ref0:(one Professor)|(no ((((Person <: enrolled) . (ref0 . (Person <: enrolled))) & ((Person <: enrolled) . (ref0 . (Person <: teaches)))) - ref0)));2;(all ref0:(one Professor)|(no (((Person <: enrolled) . (ref0 . (Person <: teaches))) & ((Person <: teaches) . (ref0 . (Person <: teaches))))));8
this/inv1;(all ref0:(one Person)|((ref0 in Professor) => (no ref1:(one Course)|(ref1 in (ref0 . (Person <: enrolled))))));2;(all ref0:(one Person)|((ref0 !in Student) => (no (ref0 . (Person <: enrolled)))));10
this/inv13;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/first[]))) => ((# ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))) > 0)));2;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/last[]))) => ((# ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))) > 0)));6
this/inv9;(all ref0:(one Professor)|(no (((Person <: enrolled) . (ref0 . (Person <: teaches))) & Professor)));2;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|(no (((Person <: enrolled) . (ref0 . (Person <: teaches))) & ((Person <: teaches) . ref1))));7
this/inv2;(all ref0:(one (Person - Professor))|(no (ref0 . (Person <: enrolled))));2;(all ref0:(one (Person - Professor))|(no (ref0 . (Person <: teaches))));4
this/inv7;(all ref0:(one Student)|((# ((ref0 . (Person <: enrolled)) . (Course <: projects))) = 1));2;(all ref0:(one Course),ref1:(one Student)|((# ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))) < 2));11
this/inv1;(all ref0:(one Course),ref1:(one Professor)|(no (((Person <: enrolled) . ref0) & ref1)));2;(all ref0:(one Course),ref1:(one (Person - Student))|(no (((Person <: enrolled) . ref0) & ref1)));4
this/inv9;(all ref0:(one Course),ref1:(one (Person - Student)),ref2:(one (Person - Student))|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref2 . (Person <: enrolled)))));2;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv5;(all ref0:(one univ)|((ref0 in Project) => (some ref1:(one Student)|((ref1 -> ref0) in (Person <: projects)))));2;((Person <: projects) in (Student some-> Project));12
this/inv7;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone (((ref0 . (Person <: enrolled)) . (Course <: projects)) & (ref1 . (Course <: projects)))));2;(all ref0:(one Course),ref1:(one Person)|(lone ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));8
this/inv7;(all ref0:(one Student)|(((# ((ref0 . (Person <: enrolled)) . (Course <: projects))) = 1) && ((# (ref0 . (Person <: projects))) = 1)));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(((# ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects)))) = 0) || ((# ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects)))) = 1)));15
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|((! disj[ref0,ref1]) || (ref0 !in ((Person <: enrolled) . (ref1 . (Person <: teaches))))));2;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0))|(no (((((Person <: teaches) . ref0) - ref1) . (Person <: enrolled)) & (ref1 . (Person <: teaches)))));16
this/inv9;(all ref0:(one Professor),ref1:(one (ref0 . (Person <: teaches)))|(no ((ref0 . (Person <: enrolled)) & Professor)));2;(all ref0:(one Professor)|(ref0 in Professor));8
this/inv6;(all ref0:(one Project),ref1:(one Student)|(some ref2:(one Course)|(((ref0 in (ref1 . (Person <: projects))) && (ref2 in (ref1 . (Person <: enrolled)))) => (ref0 in (ref2 . (Course <: projects))))));2;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (some ref2:(one (ref1 . (Person <: enrolled)))|(ref0 in (ref2 . (Course <: projects))))));12
this/inv7;(all ref0:(one Student)|(lone ref1:(one Project)|(all ref2:(one Course)|((((ref0 -> ref2) in (Person <: enrolled)) && ((ref2 -> ref1) in (Course <: projects))) => ((ref0 -> ref1) in (Person <: projects))))));2;(all ref0:(one Course),ref1:(one Student)|(((ref1 -> ref0) in (Person <: enrolled)) => (lone ref2:(one Project)|(((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref2) in (Person <: projects))))));14
this/inv2;(no (((Person <: teaches) . Person) & Student));2;(all ref0:(one (Person - Professor))|(no (ref0 . (Person <: teaches))));5
this/inv7;(all ref0:(one Course),ref1:(one Person)|(one ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));2;(all ref0:(one Course),ref1:(one Person)|(lone ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));6
this/inv9;(all ref0:(one Professor),ref1:(one Professor)|((ref0 != ref1) => (ref1 !in (ref0 . (Person <: teaches)))));2;(all ref0:(one Professor)|(ref0 in Professor));13
this/inv10;(no ((Course . (Course <: grades)) . Professor));2;(no ((Person - Student) . (Course . (Course <: grades))));4
this/inv7;(all ref0:(one Project),ref1:(one Project),ref2:(one Student)|(((ref0 in ((ref2 . (Person <: enrolled)) . (Course <: projects))) && (ref1 in ((ref2 . (Person <: enrolled)) . (Course <: projects)))) => (ref0 = ref1)));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|(((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref2) in (Person <: projects)))));20
this/inv10;(no (Professor . (Course <: grades)));2;(all ref0:(one Course),ref1:(one (Person - Student))|(no (ref1 . (ref0 . (Course <: grades)))));6
this/inv2;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: enrolled))) => (ref1 in Professor)));2;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: teaches))) => (ref1 in Professor)));6
this/inv5;(all ref0:(one Person),ref1:(one Project)|(((ref0 !in Student) => (no (ref0 . (Person <: projects)))) && (ref1 in (ref0 . (Person <: projects)))));2;((all ref0:(one Person)|((ref0 !in Student) => (no (ref0 . (Person <: projects))))) && (all ref1:(one Project)|(some ref2:(one Student)|(ref1 in (ref2 . (Person <: projects))))));7
this/inv10;(all ref0:(one Course),ref1:(one Grade),ref2:(one Person)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (ref2 !in Professor)));2;(all ref0:(one Course),ref1:(one Grade),ref2:(one Person)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (ref2 in Student)));10
this/inv5;(all ref0:(one Project)|(some (((Person <: projects) . ref0) & Person)));2;((Person <: projects) in (Student some-> Project));10
this/inv7;(all ref0:(one Person),ref1:(one Project)|((ref0 in ((Person <: projects) . ref1)) => (one ref2:(one Course)|(ref1 in (ref2 . (Course <: projects))))));2;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => (lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects))))));12
this/inv2;(no ((Person - Professor) . (Person <: enrolled)));2;(no ((Person - Professor) . (Person <: teaches)));2
this/inv10;(no (Course . (Course <: grades)));2;(no ((Person - Student) . (Course . (Course <: grades))));4
this/inv1;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: enrolled))) => (ref0 in Student)));2;(all ref0:(one Person)|((ref0 in ((Person <: enrolled) . Course)) => (ref0 in Student)));5
this/inv5;(all ref0:(one Project),ref1:(one Student)|((ref1 in ((Person <: projects) . ref0)) => (some ref2:(one Course)|((ref0 in (ref2 . (Course <: projects))) && (ref1 in ((Person <: enrolled) . ref2))))));2;(all ref0:(one Person),ref1:(one Project)|(((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student)) && (ref1 in (Person . (Person <: projects)))));19
this/inv4;(all ref0:(one Course),ref1:(one Course)|((ref0 . (Course <: projects)) != (ref1 . (Course <: projects))));2;(all ref0:(one Project)|(one ref1:(one Course)|(ref0 in (ref1 . (Course <: projects)))));8
this/inv10;(no (Professor . (Course . (Course <: grades))));2;(no ((Person - Student) . (Course . (Course <: grades))));4
this/inv12;(all ref0:(one Course),ref1:(one Student)|(one ref2:(one Grade)|(ref2 in (ref1 . (ref0 . (Course <: grades))))));2;(all ref0:(one Course),ref1:(one Person)|(lone (ref1 . (ref0 . (Course <: grades)))));8
this/inv7;(all ref0:(one Student)|(some ref1:(one Course)|(lone ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects))))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects)))));4
this/inv10;(no (((Course . (Course <: grades)) . Grade) & Professor));2;(no (((Course . (Course <: grades)) . Grade) - Student));4
this/inv1;(all ref0:(one Course),ref1:(one Person)|((ref1 !in Student) => (ref1 !in (ref0 . (Person <: enrolled)))));2;(all ref0:(one Course),ref1:(one Person)|((ref1 !in Student) => (ref1 !in (ref0 . (~ (Person <: enrolled))))));5
this/inv5;(all ref0:(one Project)|(some ref1:(one Student)|(ref1 in none)));2;((Person <: projects) in (Student some-> Project));8
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref2 in ((Person <: projects) . ref0)) && (ref2 in ((Person <: projects) . ref1)) && (ref3 in ((Person <: projects) . ref0)) && (ref3 in ((Person <: projects) . ref1))) => (ref0 = ref1)));2;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref2 != ref3) && (ref2 in ((Person <: projects) . ref0)) && (ref2 in ((Person <: projects) . ref1)) && (ref3 in ((Person <: projects) . ref0)) && (ref3 in ((Person <: projects) . ref1))) => (ref0 = ref1)));11
this/inv5;((all ref0:(one Project),ref1:(one Student)|((ref1 -> ref0) in (Person <: projects))) && (all ref2:(one Project)|(some ref3:(one Student)|((ref3 -> ref2) in (Person <: projects)))));2;((! (some ref0:(one (Person - Student)),ref1:(one Project)|((ref0 -> ref1) in (Person <: projects)))) && (all ref2:(one Project)|(some ref3:(one Student)|((ref3 -> ref2) in (Person <: projects)))));11
this/inv5;(all ref0:(one Person),ref1:(one Project)|(ref0 in ((Person <: projects) . ref1)));2;((Person <: projects) in (Student some-> Project));8
this/inv5;(all ref0:(one Project)|(some ref1:(one Person)|(ref1 in ((Person <: projects) . ref0))));2;((Person <: projects) in (Student some-> Project));8
this/inv11;(all ref0:(one Student)|(({ref1:(one Course),ref2:(one Person)|(some (ref1 . (Course <: grades)))} . ref0) in (ref0 . (Person <: enrolled))));2;(all ref0:(one Person)|((((Course <: grades) . Grade) . ref0) in (ref0 . (Person <: enrolled))));7
this/inv7;(all ref0:(one Student)|(one ((ref0 . (Person <: enrolled)) . (Course <: projects))));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects)))));9
this/inv7;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref1 in ((Course <: projects) . ref0)) && (ref2 in ((Person <: projects) . ref1))) => (one ref1)));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|((ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects))))));15
this/inv6;(all ref0:(one Project),ref1:(one (Person <: ((Person <: projects) . ref0)))|((ref1 . (Person <: enrolled)) in (Course <: ((Course <: projects) . ref0))));2;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(((Course <: projects) . ref1) in (ref0 . (Person <: enrolled))));10
this/inv13;(all ref0:(one Course)|(some ((ref0 . (Course <: grades)) . (ordering/last[]))));2;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . (ordering/last[])) in ((Person <: projects) . (ref0 . (Course <: projects)))));9
this/inv6;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => ((ref0 . (Course <: projects)) in (ref1 . (Person <: projects)))));2;(all ref0:(one Course),ref1:(one Student)|((ref0 !in (ref1 . (Person <: enrolled))) => (no ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));9
this/inv6;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => ((ref0 . (Course <: projects)) = (ref1 . (Person <: projects)))));2;(all ref0:(one Course),ref1:(one Student)|((ref0 !in (ref1 . (Person <: enrolled))) => (no ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));9
this/inv12;(all ref0:(one Person)|(lone ref1:(one Grade)|(all ref2:(one Course)|((ref0 -> ref1) in (ref2 . (Course <: grades))))));2;(all ref0:(one Person),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Grade)|((ref0 -> ref2) in (ref1 . (Course <: grades)))));10
this/inv8;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref2 != ref3) && ((ref2 -> ref0) in (Person <: teaches)) && ((ref3 -> ref1) in (Person <: enrolled))) => (ref0 != ref1)));2;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor)|((((ref2 -> ref0) in (Person <: teaches)) && ((ref2 -> ref1) in (Person <: enrolled))) => (ref0 != ref1)));12
this/inv9;(all ref0:(one Professor),ref1:(one (Professor - ref0))|((some ((ref0 . (Person <: teaches)) & (ref1 . (Person <: enrolled)))) => (no ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: teaches))))));2;(all ref0:(one Professor),ref1:(one Professor)|((some ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches)))) => (no ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: teaches))))));6
this/inv5;(all ref0:(one Person),ref1:(one Project)|((ref0 in ((Person <: projects) . ref1)) => ((ref0 !in (((Person <: teaches) . (Course <: projects)) . ref1)) && (ref0 in Student))));2;(all ref0:(one Person),ref1:(one Project)|((some ref2:(one Person)|(ref2 in ((Person <: projects) . ref1))) && ((ref0 in ((Person <: projects) . ref1)) => (ref0 in Student))));17
this/inv12;(all ref0:(one Student)|(lone (((ref0 . (Person <: enrolled)) . (Course <: grades)) . ref0)));2;(all ref0:(one Course)|(lone (ref0 . (Course <: grades))));6
this/inv4;(all ref0:(one Course),ref1:(one (Course - ref0))|(no ((ref0 . (Course <: projects)) & (ref1 . (Course <: projects)))));2;(all ref0:(one Project)|(one ref1:(one Course)|(ref0 in (ref1 . (Course <: projects)))));9
this/inv14;(all ref0:(one Person),ref1:(one Person)|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));2;(all ref0:(one Student),ref1:(one (Student - ref0))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));4
this/inv6;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|((ref2 in (ref1 . (Person <: projects))) => ((ref0 in (ref1 . (Person <: enrolled))) && (ref1 in Student))));2;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (ref0 in ((ref1 . (Person <: enrolled)) . (Course <: projects)))));13
this/inv4;(all ref0:(one Course),ref1:(one Project),ref2:(one (Course - ref0))|((no ((ref0 . (Course <: projects)) & (ref2 . (Course <: projects)))) && (ref1 in (Course . (Course <: projects)))));2;(all ref0:(one Project)|(one ref1:(one Course)|(ref1 in ((Course <: projects) . ref0))));16
this/inv8;(all ref0:(one Course),ref1:(one Professor)|(ref1 !in ((Person <: teaches) . ref0)));2;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0))|(ref1 !in ((Person <: enrolled) . ref0)));6
this/inv4;(all ref0:(one Course),ref1:(one Project),ref2:(one (Course - ref0))|((ref1 in (ref0 . (Course <: projects))) => (ref1 !in (ref2 . (Course <: projects)))));2;(all ref0:(one Project)|(one ref1:(one Course)|(ref1 in (ref0 . (~ (Course <: projects))))));12
this/inv12;(all ref0:(one Course),ref1:(one Grade),ref2:(one Person)|((ref2 -> ref1) in (ref0 . (Course <: grades))));2;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Grade)|((ref1 -> ref2) in (ref0 . (Course <: grades)))));8
this/inv5;(all ref0:(one Project)|((some (Person <: ((Person <: projects) . ref0))) && ((Person <: ((Person <: projects) . ref0)) in Person)));2;(all ref0:(one Project)|((some (Person <: ((Person <: projects) . ref0))) && ((Person <: ((Person <: projects) . ref0)) in Student)));4
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Professor)|((((ref1 -> ref0) in (Person <: enrolled)) && ((ref2 -> ref0) in (Person <: teaches))) => (ref1 in Student)));2;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv5;(all ref0:(one Project)|(one ref1:(one Student)|(ref0 in (ref1 . (Person <: projects)))));2;((Person <: projects) in (Student some-> Project));8
this/inv9;(all ref0:(one Person),ref1:(one Professor),ref2:(one (ref1 . (Person <: teaches)))|((ref0 in ((Person <: enrolled) . ref2)) => (ref0 !in Professor)));2;(all ref0:(one Professor)|(ref0 in Professor));12
